entry_date,exit_date,profit_pct
2024-12-02,2024-12-30,-6.172321128653001
2025-03-20,2025-04-09,-7.888732888732884
2025-04-15,2025-07-31,9.668874172185433
2025-09-08,2025-10-24,-1.5138836059338006
