entry_date,exit_date,profit_pct
2025-02-01,2025-02-10,-5.770036511641841
2025-04-11,2025-06-18,-2.9097901654586527
2025-07-08,2025-09-29,4.396706649391912
2025-10-17,2025-10-28,-4.094173675922722
