entry_date,exit_date,profit_pct
2025-01-28,2025-02-19,-5.842712241211625
2025-02-27,2025-03-07,-5.814351186811683
2025-03-27,2025-04-07,-7.735302235716267
2025-04-11,2025-05-07,-4.75327571787009
2025-06-09,2025-07-23,-8.997252747252741
