entry_date,exit_date,profit_pct
2024-12-05,2025-01-14,-2.349113568060886
2025-03-21,2025-04-08,-5.388063883440744
2025-04-21,2025-05-19,-0.8424551550232131
2025-07-28,2025-08-01,-4.2826929855481195
