entry_date,exit_date,profit_pct
2024-11-18,2024-11-26,-12.253158810622686
2025-01-28,2025-02-04,-9.10088181933251
2025-03-27,2025-04-07,-7.2292431036825615
2025-04-21,2025-04-25,-5.928452885856533
2025-05-22,2025-08-25,17.205569978758557
