entry_date,exit_date,profit_pct
2024-12-04,2024-12-19,-9.611469290804205
2025-01-30,2025-02-12,-7.848601995864428
2025-03-24,2025-07-21,6.531029357116315
2025-08-21,2025-08-26,-3.0789133247089326
