entry_date,exit_date,profit_pct
2025-01-02,2025-01-06,-3.0236036153195913
2025-02-24,2025-02-27,-2.410699170475701
2025-03-18,2025-04-04,-6.190965432671599
2025-04-17,2025-05-22,-3.0821013727560747
2025-06-09,2025-07-11,-1.4336917562723954
2025-07-28,2025-09-26,-4.618320610687017
2025-10-15,2025-11-04,-3.5542439212164036
