entry_date,exit_date,profit_pct
2024-11-25,2025-01-20,-4.042969783563533
2025-06-11,2025-07-22,-3.690760836245468
2025-09-19,2025-09-23,-2.8045857892350656
2025-10-29,2025-10-31,-1.8604343220339072
