entry_date,exit_date,profit_pct
2024-12-03,2025-01-13,-5.303521278893919
2025-03-06,2025-04-07,-13.508637655805824
2025-04-23,2025-05-08,-7.388063761492844
2025-05-13,2025-06-19,-2.445861272947125
2025-06-26,2025-10-21,5.749293119698395
