entry_date,exit_date,profit_pct
2024-12-04,2024-12-23,-9.214825879936518
2025-02-04,2025-02-14,-8.02128688921141
2025-02-21,2025-02-28,-6.212900672734469
2025-04-17,2025-05-06,-8.77055599060297
2025-05-14,2025-08-01,0.542406311637078
2025-10-07,2025-10-08,-1.9589014787785735
