symbol
NIFTY 500.XNSE
LTF.XNSE
BSE.XNSE
SWANCORP.XNSE
GMDCLTD.XNSE
BLUEJET.XNSE
CCL.XNSE
ANGELONE.XNSE
NETWEB.XNSE
KFINTECH.XNSE
CHENNPETRO.XNSE
RADICO.XNSE
SHRIRAMFIN.XNSE
IDEA.XNSE
MAHABANK.XNSE
GESHIP.XNSE
PREMIERENE.XNSE
POWERINDIA.XNSE
LICI.XNSE
THELEELA.XNSE
BANKINDIA.XNSE
IDBI.XNSE
CARBORUNIV.XNSE
ABCAPITAL.XNSE
SHYAMMETL.XNSE
ATHERENERG.XNSE
AUBANK.XNSE
CDSL.XNSE
FIVESTAR.XNSE
SOBHA.XNSE
CAMPUS.XNSE
HINDCOPPER.XNSE
BAJFINANCE.XNSE
J&KBANK.XNSE
GVT&D.XNSE
ADANIENT.XNSE
MAPMYINDIA.XNSE
TATASTEEL.XNSE
BRITANNIA.XNSE
VTL.XNSE
VOLTAS.XNSE
BAJAJFINSV.XNSE
MFSL.XNSE
IOB.XNSE
SAGILITY.XNSE
TATAINVEST.XNSE
ICICIPRULI.XNSE
WELSPUNLIV.XNSE
UPL.XNSE
CENTRALBK.XNSE
SCI.XNSE
JINDALSTEL.XNSE
VEDL.XNSE
CAMS.XNSE
UNIONBANK.XNSE
SAIL.XNSE
DCMSHRIRAM.XNSE
APOLLOTYRE.XNSE
HDFCLIFE.XNSE
M&MFIN.XNSE
PAYTM.XNSE
M&M.XNSE
MCX.XNSE
ABFRL.XNSE
BPCL.XNSE
FORCEMOT.XNSE
NBCC.XNSE
JKTYRE.XNSE
FINPIPE.XNSE
COCHINSHIP.XNSE
HUDCO.XNSE
NATIONALUM.XNSE
UCOBANK.XNSE
CREDITACC.XNSE
GPIL.XNSE
POLICYBZR.XNSE
ICICIBANK.XNSE
SBILIFE.XNSE
HINDZINC.XNSE
SOLARINDS.XNSE
SARDAEN.XNSE
BHEL.XNSE
GICRE.XNSE
MRPL.XNSE
PNB.XNSE
MAZDOCK.XNSE
CEATLTD.XNSE
BSOFT.XNSE
WELCORP.XNSE
NMDC.XNSE
GODIGIT.XNSE
SONACOMS.XNSE
HBLENGINE.XNSE
SBFC.XNSE
RCF.XNSE
INDUSINDBK.XNSE
BEL.XNSE
ENRIN.XNSE
BATAINDIA.XNSE
DBREALTY.XNSE
MINDACORP.XNSE
NAUKRI.XNSE
GMRAIRPORT.XNSE
SYRMA.XNSE
PETRONET.XNSE
USHAMART.XNSE
NEULANDLAB.XNSE
MUTHOOTFIN.XNSE
TBOTEK.XNSE
VMM.XNSE
IDFCFIRSTB.XNSE
EICHERMOT.XNSE
ENGINERSIN.XNSE
CANBK.XNSE
IRFC.XNSE
YESBANK.XNSE
SUNTV.XNSE
FORTIS.XNSE
GAIL.XNSE
BANKBARODA.XNSE
ASAHIINDIA.XNSE
CHOLAFIN.XNSE
APLAPOLLO.XNSE
MAXHEALTH.XNSE
IIFL.XNSE
INDIANB.XNSE
PHOENIXLTD.XNSE
KARURVYSYA.XNSE
JSL.XNSE
GRASIM.XNSE
RBLBANK.XNSE
IREDA.XNSE
ZYDUSLIFE.XNSE
BEML.XNSE
UNITDSPR.XNSE
HDFCAMC.XNSE
MRF.XNSE
ADANIPORTS.XNSE
HAL.XNSE
ICICIGI.XNSE
RAINBOW.XNSE
KEI.XNSE
IPCALAB.XNSE
AKZOINDIA.XNSE
TORNTPHARM.XNSE
INFY.XNSE
TRIVENI.XNSE
COALINDIA.XNSE
MOTILALOFS.XNSE
NIVABUPA.XNSE
IKS.XNSE
TECHNOE.XNSE
STARHEALTH.XNSE
ACC.XNSE
FEDERALBNK.XNSE
ASTERDM.XNSE
LUPIN.XNSE
IEX.XNSE
JBCHEPHARM.XNSE
ENDURANCE.XNSE
BANDHANBNK.XNSE
ANANDRATHI.XNSE
GLENMARK.XNSE
NTPC.XNSE
KIMS.XNSE
IGL.XNSE
TVSMOTOR.XNSE
RECLTD.XNSE
PRESTIGE.XNSE
HINDPETRO.XNSE
APLLTD.XNSE
TATAPOWER.XNSE
TORNTPOWER.XNSE
POWERGRID.XNSE
ERIS.XNSE
CIPLA.XNSE
BDL.XNSE
REDINGTON.XNSE
HAVELLS.XNSE
JIOFIN.XNSE
PATANJALI.XNSE
SONATSOFTW.XNSE
UTIAMC.XNSE
CONCOR.XNSE
PIIND.XNSE
ALKEM.XNSE
JSWSTEEL.XNSE
INDUSTOWER.XNSE
LAURUSLABS.XNSE
TATACOMM.XNSE
NATCOPHARM.XNSE
GRAVITA.XNSE
GRANULES.XNSE
SUNPHARMA.XNSE
ONGC.XNSE
CRAFTSMAN.XNSE
CHOICEIN.XNSE
TIINDIA.XNSE
OBEROIRLTY.XNSE
RVNL.XNSE
ASIANPAINT.XNSE
SUNDRMFAST.XNSE
MOTHERSON.XNSE
