symbol
NIFTY 500.NS
LTF.NS
BSE.NS
SWANCORP.NS
GMDCLTD.NS
BLUEJET.NS
CCL.NS
ANGELONE.NS
NETWEB.NS
KFINTECH.NS
CHENNPETRO.NS
RADICO.NS
SHRIRAMFIN.NS
IDEA.NS
MAHABANK.NS
GESHIP.NS
PREMIERENE.NS
POWERINDIA.NS
LICI.NS
THELEELA.NS
BANKINDIA.NS
IDBI.NS
CARBORUNIV.NS
ABCAPITAL.NS
SHYAMMETL.NS
ATHERENERG.NS
AUBANK.NS
CDSL.NS
FIVESTAR.NS
SOBHA.NS
CAMPUS.NS
HINDCOPPER.NS
BAJFINANCE.NS
J&KBANK.NS
GVT&D.NS
ADANIENT.NS
MAPMYINDIA.NS
TATASTEEL.NS
BRITANNIA.NS
VTL.NS
VOLTAS.NS
BAJAJFINSV.NS
MFSL.NS
IOB.NS
SAGILITY.NS
TATAINVEST.NS
ICICIPRULI.NS
WELSPUNLIV.NS
UPL.NS
CENTRALBK.NS
SCI.NS
JINDALSTEL.NS
VEDL.NS
CAMS.NS
UNIONBANK.NS
SAIL.NS
DCMSHRIRAM.NS
APOLLOTYRE.NS
HDFCLIFE.NS
M&MFIN.NS
PAYTM.NS
M&M.NS
MCX.NS
ABFRL.NS
BPCL.NS
FORCEMOT.NS
NBCC.NS
JKTYRE.NS
FINPIPE.NS
COCHINSHIP.NS
HUDCO.NS
NATIONALUM.NS
UCOBANK.NS
CREDITACC.NS
GPIL.NS
POLICYBZR.NS
ICICIBANK.NS
SBILIFE.NS
HINDZINC.NS
SOLARINDS.NS
SARDAEN.NS
BHEL.NS
GICRE.NS
MRPL.NS
PNB.NS
MAZDOCK.NS
CEATLTD.NS
BSOFT.NS
WELCORP.NS
NMDC.NS
GODIGIT.NS
SONACOMS.NS
HBLENGINE.NS
SBFC.NS
RCF.NS
INDUSINDBK.NS
BEL.NS
ENRIN.NS
BATAINDIA.NS
DBREALTY.NS
MINDACORP.NS
NAUKRI.NS
GMRAIRPORT.NS
SYRMA.NS
PETRONET.NS
USHAMART.NS
NEULANDLAB.NS
MUTHOOTFIN.NS
TBOTEK.NS
VMM.NS
IDFCFIRSTB.NS
EICHERMOT.NS
ENGINERSIN.NS
CANBK.NS
IRFC.NS
YESBANK.NS
SUNTV.NS
FORTIS.NS
GAIL.NS
BANKBARODA.NS
ASAHIINDIA.NS
CHOLAFIN.NS
APLAPOLLO.NS
MAXHEALTH.NS
IIFL.NS
INDIANB.NS
PHOENIXLTD.NS
KARURVYSYA.NS
JSL.NS
GRASIM.NS
RBLBANK.NS
IREDA.NS
ZYDUSLIFE.NS
BEML.NS
UNITDSPR.NS
HDFCAMC.NS
MRF.NS
ADANIPORTS.NS
HAL.NS
ICICIGI.NS
RAINBOW.NS
KEI.NS
IPCALAB.NS
AKZOINDIA.NS
TORNTPHARM.NS
INFY.NS
TRIVENI.NS
COALINDIA.NS
MOTILALOFS.NS
NIVABUPA.NS
IKS.NS
TECHNOE.NS
STARHEALTH.NS
ACC.NS
FEDERALBNK.NS
ASTERDM.NS
LUPIN.NS
IEX.NS
JBCHEPHARM.NS
ENDURANCE.NS
BANDHANBNK.NS
ANANDRATHI.NS
GLENMARK.NS
NTPC.NS
KIMS.NS
IGL.NS
TVSMOTOR.NS
RECLTD.NS
PRESTIGE.NS
HINDPETRO.NS
APLLTD.NS
TATAPOWER.NS
TORNTPOWER.NS
POWERGRID.NS
ERIS.NS
CIPLA.NS
BDL.NS
REDINGTON.NS
HAVELLS.NS
JIOFIN.NS
PATANJALI.NS
SONATSOFTW.NS
UTIAMC.NS
CONCOR.NS
PIIND.NS
ALKEM.NS
JSWSTEEL.NS
INDUSTOWER.NS
LAURUSLABS.NS
TATACOMM.NS
NATCOPHARM.NS
GRAVITA.NS
GRANULES.NS
SUNPHARMA.NS
ONGC.NS
CRAFTSMAN.NS
CHOICEIN.NS
TIINDIA.NS
OBEROIRLTY.NS
RVNL.NS
ASIANPAINT.NS
SUNDRMFAST.NS
MOTHERSON.NS
CASTROLIND.NS
KOTAKBANK.NS
IOC.NS
LINDEINDIA.NS
CGPOWER.NS
PIDILITIND.NS
RAMCOCEM.NS
HINDALCO.NS
LICHSGFIN.NS
MARUTI.NS
IRCON.NS
NSLNISP.NS
AIIL.NS
PFIZER.NS
JSWENERGY.NS
GODFRYPHLP.NS
BASF.NS
HFCL.NS
OIL.NS
KALYANKJIL.NS
IFCI.NS
NUVOCO.NS
LLOYDSME.NS
BBTC.NS
DRREDDY.NS
POONAWALLA.NS
TTML.NS
MAHSEAMLES.NS
IRCTC.NS
ETERNAL.NS
JUBLINGREA.NS
FACT.NS
AMBUJACEM.NS
ASHOKLEY.NS
PTCIL.NS
POLYMED.NS
BAJAJHFL.NS
DLF.NS
SRF.NS
LT.NS
HINDUNILVR.NS
SBICARD.NS
GUJGASLTD.NS
RHIM.NS
PAGEIND.NS
HDFCBANK.NS
BAJAJ-AUTO.NS
SAMMAANCAP.NS
TRIDENT.NS
COROMANDEL.NS
SCHAEFFLER.NS
NCC.NS
NYKAA.NS
LALPATHLAB.NS
DATAPATTNS.NS
AEGISLOG.NS
PPLPHARMA.NS
AEGISVOPAK.NS
RKFORGE.NS
PGHH.NS
VIJAYA.NS
VBL.NS
ADANIGREEN.NS
PVRINOX.NS
TITAN.NS
BHARATFORG.NS
SHREECEM.NS
ADANIENSOL.NS
CUB.NS
360ONE.NS
AGARWALEYE.NS
APTUS.NS
INTELLECT.NS
JPPOWER.NS
NESTLEIND.NS
LTFOODS.NS
AFCONS.NS
BRIGADE.NS
DALBHARAT.NS
ANANTRAJ.NS
NIACL.NS
